,Time,data,label
35,[01:49.12,"If you're gonna fight, whatcha gonna do?",Angry
36,[01:51.48,Jump da fuck up!,Angry
37,[01:53.92,,Angry
38,[02:03.64,Muthafucka u don't understand,Angry
39,[02:04.98,All my hate!,Angry
40,[02:05.96,Muthafucka u don't understand,Angry
41,[02:07.26,All my rage!,Angry
42,[02:08.32,Muthafucka u don't understand,Angry
43,[02:10.55,All my pain!,Angry
44,[02:10.90,Muthafucka u don't understand...,Angry
45,[02:12.78,,Angry
46,[02:13.74,How dare you single out my honesty,Angry
47,[02:19.59,Compare me to your travesties,Angry
48,[02:24.46,I only want to see you fight,Angry
49,[02:29.35,The darkness you wanna live your life by,Angry
50,[02:31.95,,Angry
51,[02:32.73,And if you're gonna quit,Angry
52,[02:35.12,I don't give a shit,Angry
53,[02:37.03,"What the fuck, I'm a Mack truck",Angry
54,[02:38.67,Are you gonna give up like a bitch,Angry
55,[02:40.59,Or jump da fuck up?,Angry
56,[02:41.68,,Angry
57,[02:41.96,Walking in da streets and looking at all this shit,Angry
58,[02:43.82,"I'm full of hate, don't fuck with me",Angry
59,[02:46.23,Walking in da streets and looking at all this shit,Angry
60,[02:48.65,Open up your eyes and fucking see,Angry
61,[02:50.92,We got the tribe against society,Angry
62,[02:53.54,We got to fight the real enemy,Angry
63,[02:56.10,"Get da fuck up, stand da fuck up",Angry
64,[02:58.18,Muthafuckaaaaaaaarrggghhhh,Angry
65,[03:02.42,,Angry
66,[03:09.23,I'm a self-destructive piece of shit,Angry
67,[03:12.07,Smear me in,Angry
68,[03:13.73,I don't owe you a goddamn thing,Angry
69,[03:16.19,This life has never had the swing,Angry
70,[03:18.34,I don't wanna be immortal or legend or anything,Angry
71,[03:21.46,"Cuz the longer I'm alive, the better off you'll be",Angry
72,[03:24.42,"Get ready for epitome, come on and pity me...",Angry
73,[03:27.47,Will you kill me if I say please?,Angry
74,[03:29.06,,Angry
75,[03:32.85,I'm the same old reasons not to try,Angry
76,[03:35.15,What the hell,Angry
77,[03:35.92,Beat to death with a shovel and a new smell,Angry
78,[03:38.62,"Come and get me, mom would never let me do it",Angry
79,[03:41.07,"I'm ruined, I don't want anything from you",Angry
80,[03:44.55,"Cuz I've got nothing left to prove, c'mon",Angry
81,[03:48.22,"My time, everything feels fine, goodbye",Angry
82,[03:51.04,Killing from the inside,Angry
83,[04:23.21,Chab,Angry
84,[04:24.25,; ),Angry
85,[04:25.02,,Angry
86,[04:32.80,Enjoy the Slipknot,Angry
87,[05:06.70,,Angry
0,[00:34.61,"Sometimes you just feel tired, feel weak",Angry
1,[00:39.10,"When you feel weak, you feel like you just wanna just give up",Angry
2,[00:43.86,"But you gotta search within you, try and find that inner strength",Angry
3,[00:47.26,"And just pull that shit out of you, and get that motivation not to give up",Angry
4,[00:51.77,And not be a quitter no matter how bad you wanna just fall flat on your face.,Angry
5,[00:55.88,,Angry
6,[00:56.20,Till I collapse Im spillin these,Angry
7,[00:57.59,raps long as you feel em,Angry
8,[00:58.97,Till the day that I drop youll never say that Im not killin em,Angry
9,[01:02.55,"Cuz when I am not, then Ima stop pinnin them and I am not",Angry
10,[01:06.11,hip-hop and Im not just Eminem,Angry
11,[01:08.13,"Subliminal thoughts, when Ima stop sendin",Angry
12,[01:10.67,"em, women are caught in webs, spin em and hock venom",Angry
13,[01:13.55,Adrenaline shots of penicillin could not,Angry
14,[01:15.60,"Get the illin to stop, amoxacillins just not real enough",Angry
15,[01:19.40,The criminal cop killin hip-hop villiana,Angry
16,[01:21.87,Minimal swap to cop millions of Pac listeners,Angry
17,[01:24.97,"Your comin with me, feel it or not youre gonna fear it",Angry
18,[01:27.77,Like I showed ya the spirit of God lives in us,Angry
19,[01:30.62,"You hear it a lot lyrics to shock,",Angry
20,[01:32.32,Is it a miracle,Angry
21,[01:33.53,Or am I just a product of pop fizzin up?,Angry
22,[01:36.11,"Fa shizzel my wizzel, this is the plot",Angry
23,[01:38.00,"Listen up,",Angry
24,[01:38.73,You bizzels forgot slizzel does not give a  fuck,Angry
25,[01:41.38,"Till the roof comes off,",Angry
26,[01:42.53,Till the lights go out,Angry
27,[01:43.91,Till my leg give out,Angry
28,[01:45.30,Cant shut my mouth,Angry
29,[01:46.66,Till the smoke clears out,Angry
30,[01:48.09,And my high burn out,Angry
31,[01:49.54,Ima rip this shit till my bone collapse,Angry
32,[01:52.22,Till the roof comes off,Angry
33,[01:53.74,Till the lights go out,Angry
34,[01:55.18,Till my legs give out,Angry
35,[01:56.62,Cant shut my mouth,Angry
36,[01:57.95,Till the smoke clears out,Angry
37,[01:59.38,"Am I high, perhaps?",Angry
38,[02:00.72,Ima rip this shit till my bone collapse,Angry
39,[02:03.10,,Angry
40,[02:03.65,"Music is like magic, theres a certain feelin",Angry
41,[02:05.88,"You get when youre real,",Angry
42,[02:06.65,And you spit and people are feelin ya shit,Angry
43,[02:08.91,This is your moment and every single minute,Angry
44,[02:11.32,You spend trynna hold on to it,Angry
45,[02:12.95,cuz you may never get it again,Angry
46,[02:14.66,So while youre in it try to get as much shit as you can,Angry
47,[02:17.46,And when your run is over,Angry
48,[02:18.54,Just admit when its at its end,Angry
49,[02:20.32,Cuz Im at the end of my wits with half the shit gets in,Angry
50,[02:23.10,I got a list,Angry
51,[02:23.78,Heres the order of my list that its in,Angry
52,[02:25.92,"It goes Reggie, Jay-Z, Tupac and Biggie",Angry
53,[02:28.83,"Andre from Outkast, Jada, Kurupt, Nas and then me",Angry
54,[02:31.66,"But in this industry, Im the cause of a lotta",Angry
55,[02:33.78,Envy,Angry
56,[02:34.13,So when Im not put on this list,Angry
57,[02:35.76,The shit does not offend me,Angry
58,[02:37.06,Thats why you see me walkin around like nothins,Angry
59,[02:39.61,"Botherin me, even though half",Angry
60,[02:40.79,You people gotta fuckin problem with me,Angry
61,[02:42.89,You hate it but you know respect you got to,Angry
62,[02:44.74,Give me,Angry
63,[02:45.56,The press wet dream like,Angry
64,[02:46.44,Bobby and Whitney,Angry
65,[02:47.72,Nate hit me,Angry
66,[02:48.57,"Till the roof comes off,",Angry
67,[02:49.85,Till the lights go out,Angry
68,[02:51.29,Till my leg give out,Angry
69,[02:52.75,Cant shut my mouth,Angry
70,[02:53.99,Till the smoke clears out,Angry
71,[02:55.34,And my high burn out,Angry
72,[02:56.78,Ima rip this shit till my bone collapse,Angry
73,[02:59.24,Till the roof comes off,Angry
74,[03:01.04,Till the lights go out,Angry
75,[03:02.39,Till my legs give out,Angry
76,[03:03.85,Cant shut my mouth,Angry
77,[03:05.24,Till the smoke clears out,Angry
78,[03:06.68,"Am I high, perhaps",Angry
79,[03:08.01,Ima rip this shit till my bone collapse,Angry
80,[03:10.54,,Angry
81,[03:10.77,Soon as a verse starts I eat at an Emcee's,Angry
82,[03:13.07,"Heart, what is he thinkin', how",Angry
83,[03:14.82,"Not to go against me, smart",Angry
84,[03:16.30,And it's absurd how people hang on every word,Angry
85,[03:18.91,I'll probably never get the props I feel I ever deserve,Angry
86,[03:21.85,"But I'll never be served, my",Angry
87,[03:23.06,Spot is forever reserved,Angry
88,[03:24.70,If I ever leave Earth,Angry
89,[03:26.11,That would be the death of me first,Angry
90,[03:27.57,'cuz in my heart of hearts I know nothin' could,Angry
91,[03:30.25,Ever be worse that's why I'm,Angry
92,[03:31.72,Clever when I put together every verse,Angry
93,[03:33.24,"My thoughts are sporadic, I act like",Angry
94,[03:35.52,I'm an addict,Angry
95,[03:36.24,"I rap like I'm addicted to smack,",Angry
96,[03:37.86,Like I'm Kim Mathers,Angry
97,[03:39.09,But I don't wanna go forth and back in constant battles,Angry
98,[03:41.79,The fact is I would rather sit back and bomb some rappers,Angry
99,[03:44.62,So this is like a full blown attack I'm launchin',Angry
100,[03:46.53,"On them, the track is on some",Angry
101,[03:48.30,Battlin' rap who wants some static,Angry
102,[03:50.19,'Cuz I don't really think that the fact that,Angry
103,[03:51.91,I'm Slim matters,Angry
104,[03:53.01,A plague and platinum status is wack if I'm not the baddest so,Angry
105,[03:55.90,"Till the roof comes off,",Angry
106,[03:57.00,Till the lights go out,Angry
107,[03:58.37,Till my leg give out,Angry
108,[03:59.74,Can't shut my mouth,Angry
109,[04:01.16,Till the smoke clears out,Angry
110,[04:02.55,And my high burn out,Angry
111,[04:03.95,I'ma rip this shit till my bone collapse,Angry
112,[04:06.67,Till the roof comes off,Angry
113,[04:08.23,Till the lights go out,Angry
114,[04:09.61,Till my legs give out,Angry
115,[04:11.03,Can't shut my mouth,Angry
116,[04:12.34,Till the smoke clears out,Angry
117,[04:13.82,"Am I high, perhaps?",Angry
118,[04:15.23,I'ma rip this shit till my bone collapse,Angry
119,[04:17.79,,Angry
120,[04:18.09,"Until the roof, (Until the roof)",Angry
121,[04:20.14,the roof comes off (The roof comes off),Angry
122,[04:22.79,"Until my legs, (Until my legs)",Angry
123,[04:25.60,"give out from underneath me,",Angry
124,[04:29.53,"I, I will not fall,",Angry
125,[04:34.12,I will stand tall,Angry
126,[04:36.78,Feels like no one can,Angry
127,[04:39.29,beat me,Angry
128,[04:40.68,,Angry
0,[00:00.80,When I was just a little baby boy,Angry
1,[00:02.54,My mamma used to tell me these crazy things,Angry
2,[00:05.50,She used to tell me my daddy was an evil man,Angry
3,[00:08.00,She used to tell me he hated me,Angry
4,[00:10.21,But then I got a little bit older and I realized ,Angry
5,[00:12.68,she was the crazy one,Angry
6,[00:14.39,And there was nothing I could do or say to change her,Angry
7,[00:16.95,Cause that's just the way she was,Angry
8,[00:18.84,They said I can't rap about being broke no more,Angry
9,[00:21.30,They didn't say I can't rap about coke no more,Angry
10,[00:23.27,(Ahh),Angry
11,[00:23.75,"Slut, you think I won't choke no whore",Angry
12,[00:25.30,Till her vocal cords don't work in her throat no more,Angry
13,[00:27.74,(Ahh),Angry
14,[00:28.31,These motherfuckers are thinking I'm playin',Angry
15,[00:29.93,Thinking I'm sayin' this shit 'cause I'm thinkin' it,Angry
16,[00:31.54,Just to be sayin' it,Angry
17,[00:32.46,(Ahh),Angry
18,[00:33.05,Put your hands down bitch I ain't gon' shoot you,Angry
19,[00:34.97,I'mma pull you to this bullet and put it through you,Angry
20,[00:36.88,(Ahh),Angry
21,[00:37.47,"Shut up, slut you're causing too much chaos",Angry
22,[00:39.36,"Just bend over and take it like a slut, ok ma",Angry
23,[00:41.89,"Oh, now he's raping his own mother, abusing her",Angry
24,[00:44.16,"Worse snortin' coke, and we gave him the Rolling Stone cover?",Angry
25,[00:46.21,"You're goddamn right bitch, and now it's too late",Angry
26,[00:48.37,I'm triple-platnum and tragedies happened in two states,Angry
27,[00:50.54,"I invented violence you vile, venomous, vomital bitches",Angry
28,[00:54.15,"Vain, vicadin, vrin-vrin-vrin",Angry
29,[00:55.67,"Touch this chainsaw, left his brains all",Angry
30,[00:57.41,Dangling from his neck while his head barely hangs on,Angry
31,[00:59.58,"Blood, guts, guns, cuts",Angry
32,[01:01.31,"Knives, lives, wives, nuns, sluts",Angry
33,[01:03.68,"Bitch, I'mma kill you",Angry
34,[01:04.74,You don't wanna fuck with me,Angry
35,[01:06.07,"Girls leave, you ain't nothin' but a slut to me",Angry
36,[01:08.10,"Bitch, I'mma kill you",Angry
37,[01:09.22,You don't got the balls to beef,Angry
38,[01:10.47,We ain't gon' never stop beefin',Angry
39,[01:11.85,I don't squash the beef,Angry
40,[01:12.81,You better kill me,Angry
41,[01:13.73,I'mma be another rapper dead,Angry
42,[01:15.08,For poppin' off at the mouth with shit I shouldn't have said,Angry
43,[01:17.17,But when they kill me,Angry
44,[01:18.23,I'm bringin' the world with me,Angry
45,[01:19.45,"Bitches too, you ain't nothin' but a girl to me",Angry
46,[01:21.57,I said you don't wanna fuck with Shady,Angry
47,[01:25.58,(Cause why?),Angry
48,[01:26.23,Cause Shady will fuckin' kill you,Angry
49,[01:29.84,(Ha-ha),Angry
50,[01:30.68,You don't wanna fuck with Shady,Angry
51,[01:34.63,(Why?),Angry
52,[01:35.22,Cause Shady will fuckin' kill you,Angry
53,[01:39.57,"Bitch, I'mma kill you",Angry
54,[01:40.46,Like a murder weapon I'mma conceal you,Angry
55,[01:42.02,"In a closet with mildew, sheets, pillows & film you",Angry
56,[01:43.94,"Fuck with me, I've been through hell, shut the hell up",Angry
57,[01:46.43,I'm try-na to develop these pictures of the devil to sell them,Angry
58,[01:49.17,I ain't Acid Rap but I rap on acid,Angry
59,[01:51.04,Got a new blow torch and just had a strap-on added,Angry
60,[01:53.11,"Woops, is that a subliminal hint? No!",Angry
61,[01:54.57,"It's criminal intent, to sodomize women again",Angry
62,[01:57.45,"Eminem offend? No, Eminem'll assault",Angry
63,[01:59.77,And if you ever give it to him you'll give him an impulse,Angry
64,[02:02.01,"To do it again, then if he does it again",Angry
65,[02:04.29,You probabaly end up jumping out of something up in the tents,Angry
66,[02:06.47,"Bitch, I'mma kill you",Angry
67,[02:07.78,"I ain't done, this ain't the chorus",Angry
68,[02:09.27,I ain't even drug you in the woods yet to paint the forest,Angry
69,[02:11.66,A bloodstain is orange after you wash it three or four times,Angry
70,[02:14.10,In a tub but that's normal ain't it Norman?,Angry
71,[02:16.54,Serial killer hiding murder material,Angry
72,[02:17.79,In a cereal box on top of your stereo,Angry
73,[02:20.66,"Here we go again, we're out of out medicine Out of our minds, ",Angry
74,[02:23.16,and we want in yours Let us in,Angry
75,[02:24.52,Or I'mma kill you,Angry
76,[02:25.44,You don't wanna fuck with me,Angry
77,[02:26.77,"Girls leave, you ain't nothin' but a slut to me",Angry
78,[02:28.78,"Bitch, I'mma kill you",Angry
79,[02:29.92,You don't got the balls to beef,Angry
80,[02:31.17,We ain't gon' never stop beefin',Angry
81,[02:32.34,I don't squash the beef,Angry
82,[02:33.41,You better kill me,Angry
83,[02:34.32,I'mma be another rapper dead,Angry
84,[02:35.81,For poppin' off at the mouth with shit I shouldn't have said,Angry
85,[02:38.12,But when they kill me,Angry
86,[02:38.92,I'm bringin' the world with me,Angry
87,[02:40.22,"Bitches too, you ain't nothin' but a girl to me",Angry
88,[02:42.41,I said you don't wanna fuck with Shady,Angry
89,[02:46.19,(Cause why?),Angry
90,[02:46.91,Cause Shady will fuckin' kill you,Angry
91,[02:50.59,(Ha-ha),Angry
92,[02:51.41,You don't wanna fuck with Shady,Angry
93,[02:55.37,(Why?),Angry
94,[02:55.95,Cause Shady will fuckin' kill you,Angry
95,[03:00.39,He-heh,Angry
96,[03:01.44,Know why I say these things,Angry
97,[03:02.57,Cause ladies screams be creepin' in Shady's dreams,Angry
98,[03:04.75,"And the way things seem, I shouldn't have to pay these shrinks",Angry
99,[03:07.02,These eighty g's so he can say the same things tweece,Angry
100,[03:09.33,"Twice, whatever, I hate these things",Angry
101,[03:11.69,"Fuck shots, I hope this weed'll outweigh these drinks",Angry
102,[03:13.89,Motherfuckers want me to come on their radio shows,Angry
103,[03:16.48,Just to argue with them 'cause their ratings stink?,Angry
104,[03:18.30,"Fuck that, I'll choke radio announcer to bouncer",Angry
105,[03:21.16,From that bitch to all seventy thousand pounds of her,Angry
106,[03:23.50,From the princapal to student body and counseler,Angry
107,[03:25.62,From in school to before school to outta school,Angry
108,[03:27.90,I don't even believe in breathin',Angry
109,[03:28.77,I'm leavin' air in your lungs so you can keep screamin',Angry
110,[03:30.69,For me to seep it,Angry
111,[03:32.36,"Okay, I'm ready to go play",Angry
112,[03:33.86,I got the machette from OJ,Angry
113,[03:35.28,I'm ready to make everyone's throats ache,Angry
114,[03:37.23,You faggots keep egging me on,Angry
115,[03:38.60,Till I have you at knife point then you beg me to stop?,Angry
116,[03:40.85,"Shut up, give me your hands and feet",Angry
117,[03:42.43,I said shut up when I'm talking to you,Angry
118,[03:44.13,You hear me? Answer me,Angry
119,[03:45.37,Or I'mma kill you,Angry
120,[03:46.13,You don't wanna fuck with me,Angry
121,[03:47.55,"Girls leave, you ain't nothin' but a slut to me",Angry
122,[03:49.70,"Bitch, I'mma kill you",Angry
123,[03:50.62,You don't got the balls to beef,Angry
124,[03:51.92,We ain't gon' never stop beefin',Angry
125,[03:53.15,I don't squash the beef,Angry
126,[03:54.14,You better kill me,Angry
127,[03:55.07,I'mma be another rapper dead,Angry
128,[03:56.53,For poppin' off at the mouth with shit I shouldn't have said,Angry
129,[03:58.82,But when they kill me,Angry
130,[03:59.71,I'm bringin' the world with me,Angry
131,[04:00.79,"Bitches too, you ain't nothin' but a girl to me",Angry
132,[04:03.21,I said you don't wanna fuck with Shady,Angry
133,[04:07.18,(Cause why?),Angry
134,[04:07.81,Cause Shady will fuckin' kill you,Angry
135,[04:11.35,(Ha-ha),Angry
136,[04:12.34,You don't wanna fuck with Shady,Angry
137,[04:16.18,(Why not?),Angry
138,[04:16.78,Cause Shady will fuckin' kill you,Angry
139,[04:20.70,Ha-ha-ha!,Angry
140,[04:22.97,I'm just playin' ladies,Angry
141,[04:23.94,You know I love you,Angry
142,[04:24.33,,Angry
0,[00:28.59,Some deny and search for things that never come around,Angry
1,[00:35.03,Do I feel like a fool?,Angry
2,[00:41.66,The places I have ran to all my life have disappeared,Angry
3,[00:51.65,And I owe this all to you,Angry
4,[00:58.27,I'm feeling like I'm sinking,Angry
5,[01:03.03,"And nothing's there to catch me, keep me breathing",Angry
6,[01:10.47,What do I have to do?,Angry
7,[01:13.72,Why can't this hurt be through?,Angry
8,[01:16.97,I'm going head unto,Angry
9,[01:20.28,Something I know I will fail,Angry
10,[01:23.53,Why can't this kiss be true,Angry
11,[01:26.78,Why won't you please let me through?,Angry
12,[01:30.15,I don't understand why you always push me away,Angry
13,[01:43.13,The last thing I would like to do before I go away,Angry
14,[01:49.63,Is cry there next to you (next to you),Angry
15,[01:55.94,Cry and talk about the good old days and where they've gone,Angry
16,[02:02.69,And now how much I hate you,Angry
17,[02:08.20,What do I have to do?,Angry
18,[02:11.38,Why can't this hurt be through?,Angry
19,[02:14.88,I'm going head unto,Angry
20,[02:18.96,Something I know I will fail,Angry
21,[02:22.71,Why can't this kiss be true,Angry
22,[02:25.52,Why won't you please let me through?,Angry
23,[02:28.90,I don't understand why you always push me away,Angry
24,[02:49.03,I feel the blood drip off my body as it falls right there,Angry
25,[02:54.84,On the ground,Angry
26,[02:57.84,What am I now?,Angry
27,[03:04.40,What am I now?,Angry
28,[03:11.03,What am I now?,Angry
29,[03:15.09,What do I have to do?,Angry
30,[03:18.09,Why can't this hurt be through?,Angry
31,[03:21.40,I'm going head unto,Angry
32,[03:24.59,Something I know I will fail,Angry
33,[03:27.90,Why can't this kiss be true,Angry
34,[03:31.28,Why won't you please let me through?,Angry
35,[03:34.65,I don't understand why you always push me away,Angry
36,[03:44.09,Why you always push me away,Angry
37,[03:47.28,Why you always push me away,Angry
38,[03:50.53,Why you always push me away,Angry
39,[03:53.71,Why you always push me away,Angry
40,[03:57.03,Why you always push me away,Angry
41,[04:00.34,Why you always push me away,Angry
42,[04:03.77,Why you always push me away,Angry
43,[04:07.03,Why you always push me away,Angry
0,[00:06.43,"I need someone, a person to talk to",Angry
1,[00:09.00,Someone who'd care to love,Angry
2,[00:11.18,Could it be you?,Angry
3,[00:11.39,,Angry
4,[00:14.08,Could it be you?,Angry
5,[00:15.33,,Angry
6,[00:17.46,"The situation gets rough, and I start to panic",Angry
7,[00:19.77,"It's not enough, it's just a habit",Angry
8,[00:22.52,"And, kid, you're sick",Angry
9,[00:24.39,,Angry
10,[00:28.85,"Well, darling, this is it",Angry
11,[00:30.42,"Well, you can all just kiss off into the air",Angry
12,[00:32.23,"Behind my back, I can see them stare",Angry
13,[00:33.98,"They'll hurt me bad, but I won't mind",Angry
14,[00:36.73,"They'll hurt me bad, they do it all the time （yeah, yeah!）",Angry
15,[00:40.85,"Yeah, they do it all the time （yeah, yeah!）",Angry
16,[00:43.54,They do it all the time （do it all the time!）,Angry
17,[00:46.10,They do it all the time （do it all the time!）,Angry
18,[00:49.10,"They do it all the time, do it all the time",Angry
19,[00:51.54,,Angry
20,[01:01.01,I hope you know that this will go down on your permanent record!,Angry
21,[01:05.94,,Angry
22,[01:10.42,"Oh, yeah? Well, don't get so distressed",Angry
23,[01:12.47,Did I happen to mention that I'm impressed?,Angry
24,[01:13.67,,Angry
25,[01:40.64,"I take one, one, one 'cause you left me",Angry
26,[01:43.33,"And two, two, two for my family",Angry
27,[01:45.19,"And three, three, three for my heartache",Angry
28,[01:48.07,"And four, four, four for my headaches",Angry
29,[01:51.69,"And five, five, five for my lonely",Angry
30,[01:54.39,"And six, six, six for my sorrow",Angry
31,[01:57.33,"And seven, seven for no tomorrow",Angry
32,[01:58.95,"And eight, eight, I forget what eight was for",Angry
33,[02:03.45,"But nine, nine, nine for the lost gods",Angry
34,[02:05.70,"Ten, ten, ten, ten for everything, everything, everything",Angry
35,[02:09.29,,Angry
36,[02:11.55,"Well, you can all just kiss off into the air",Angry
37,[02:14.48,"Behind my back, I can see them stare",Angry
38,[02:17.05,"They'll hurt me bad, but I won't mind",Angry
39,[02:19.85,"They'll hurt me bad, they do it all the time （yeah, yeah!）",Angry
40,[02:23.80,"Yeah, they do it all the time （yeah, yeah!）",Angry
41,[02:26.54,They do it all the time （do it all the time!）,Angry
42,[02:29.42,They do it all the time （do it all the time!）,Angry
43,[02:31.42,"They do it all the time, do it all the time, do it all the time",Angry
0,[00:10.80,There was christ in the metal shell,Angry
1,[00:16.53,There was blood on the pavement,Angry
2,[00:23.02,The camera will make you God,Angry
3,[00:28.32,Until jack becomes sainted,Angry
4,[00:33.86,,Angry
5,[00:35.96,If you die when there's no one watching,Angry
6,[00:41.94,And your ratings drop and your forgotten,Angry
7,[00:48.40,If they kill you on their T.V.,Angry
8,[00:54.05,You're a martyr in the Lamb of God,Angry
9,[01:01.78,Nothing's gunna change,Angry
10,[01:05.70,Nothing's gunna change the world,Angry
11,[01:16.66,,Angry
12,[01:16.78,There was Lennon in the happy gun,Angry
13,[01:23.48,There were ruds on the pavement,Angry
14,[01:28.83,We were looking for the Lamb of God,Angry
15,[01:34.12,We were looking for our David,Angry
16,[01:38.73,,Angry
17,[01:41.80,If you die when there's no one watching,Angry
18,[01:48.37,And your ratings drop and your forgotten,Angry
19,[01:53.72,Did they kill you on their T.V.,Angry
20,[01:59.58,You're a martyr in the Lamb of God,Angry
21,[02:05.10,Nothing's gunna change the world,Angry
22,[02:10.80,Nothing's gunna change,Angry
23,[02:15.57,Nothing's gunna change the world,Angry
24,[02:22.75,Nothing's gunna change the world,Angry
25,[02:31.15,,Angry
26,[02:44.26,It took three days for him to die,Angry
27,[02:49.25,The born again to buy the serial rights,Angry
28,[02:54.48,Lamb of God have mercy on us,Angry
29,[03:00.55,Lamb of God would you grant us?,Angry
30,[03:04.77,Nothing's gunna change the world,Angry
31,[03:10.60,Nothing's gunna change,Angry
32,[03:16.47,Nothing's gunna change the world,Angry
33,[03:22.55,Nothing's gunna change,Angry
34,[03:28.55,Nothing's gunna change the world,Angry
35,[03:34.39,Nothing's gunna change,Angry
36,[03:40.42,Nothing's gunna change the world,Angry
37,[03:46.28,Nothing's gunna change the world,Angry
38,[03:54.91,,Angry
39,[04:05.18,If you die when there's no one watching,Angry
40,[04:11.32,And your ratings drop and your forgotten,Angry
41,[04:16.09,If they kill you on their T.V.,Angry
42,[04:22.50,You're a martyr in the Lamb of God,Angry
43,[04:29.19,Nothing's gunna change the world,Angry
0,[01:02.08,"Spineless from the start, sucked into the part",Angry
1,[01:08.91,"Circus comes to town, you play the lead clown",Angry
2,[01:14.07,"Please, please",Angry
3,[01:15.78,"Spreading his disease, living by his story",Angry
4,[01:20.95,"Knees, knees",Angry
5,[01:22.76,"Falling to your knees, suffer for his glory",Angry
6,[01:27.44,You will,Angry
7,[01:30.22,,Angry
8,[01:34.75,"Time for lust, time for lie",Angry
9,[01:38.14,Time to kiss your life goodbye,Angry
10,[01:41.57,"Send me money, send me green",Angry
11,[01:43.26,Heaven you will meet,Angry
12,[01:44.92,Make a contribution,Angry
13,[01:46.57,And youll get a better seat,Angry
14,[01:49.94,Bow to Leper Messiah,Angry
15,[01:53.85,,Angry
16,[02:07.58,"Marvel at his tricks, need your Sunday fix",Angry
17,[02:14.56,"Blind devotion came, rotting your brain",Angry
18,[02:19.80,"Chain, chain",Angry
19,[02:21.48,"Join the endless chain, taken by his glamour",Angry
20,[02:23.29,"Fame, Fame",Angry
21,[02:28.39,"Infection is the game, stinking drunk with power",Angry
22,[02:33.34,We see,Angry
23,[02:40.48,"Time for lust, time for lie",Angry
24,[02:43.87,Time to kiss your life goodbye,Angry
25,[02:47.32,"Send me money, send me green",Angry
26,[02:49.02,Heaven you will meet,Angry
27,[02:50.69,Make a contribution,Angry
28,[02:52.33,And youll get a better seat,Angry
29,[02:55.68,Bow to Leper Messiah,Angry
30,[03:00.41,,Angry
31,[03:46.77,"Witchery, weakening",Angry
32,[03:49.29,Sees the sheep are gathering,Angry
33,[03:51.87,"Set the trap, hypnotize",Angry
34,[03:54.60,Now you follow,Angry
35,[03:56.75,,Angry
36,[04:45.70,"Time for lust, time for lie",Angry
37,[04:48.38,Time to kiss your life goodbye,Angry
38,[04:53.74,"Send me money, send me green",Angry
39,[04:55.14,Heaven you will meet,Angry
40,[04:56.45,Make a contribution,Angry
41,[04:57.79,And youll get a better seat,Angry
42,[05:01.73,"Lie,lie ,lie,lie,lie,lie,lie,lie",Angry
0,[00:09.64,I think I might be a fortune teller,Angry
1,[00:12.70,I read your face just like a letter,Angry
2,[00:15.65,The funny thing about forever,Angry
3,[00:18.60,Is it comes with a side of never never,Angry
4,[00:21.57,I cant buy into what you're selling,Angry
5,[00:24.52,And no its not that I don't want it,Angry
6,[00:27.60,"Believe me I love to close my eyes, enjoy the ride",Angry
7,[00:31.42,But you've made a bad decision and I,Angry
8,[00:33.31,,Angry
9,[00:33.69,"I know, I know, I know,",Angry
10,[00:35.90,"I know, I know, I know",Angry
11,[00:38.18,,Angry
12,[00:38.46,You're only gonna let me down,Angry
13,[00:41.22,"When it counts, you countdown",Angry
14,[00:44.42,You're only gonna turn me out,Angry
15,[00:47.23,"As I burn, you burn out",Angry
16,[00:50.40,You're only gonna make me feel so crazy,Angry
17,[00:53.48,But when I think we could be something,Angry
18,[00:56.46,"You go and let me down, let me down, oh",Angry
19,[01:01.97,,Angry
20,[01:06.70,I am too smart to let you in here,Angry
21,[01:09.68,But I'm just dumb enough to linger,Angry
22,[01:13.09,I wanna think that you'll be different,Angry
23,[01:15.66,Smoking mirrors are so clever clever,Angry
24,[01:18.62,I picked him and things went so bad,Angry
25,[01:21.65,Then what you say won't actually happen,Angry
26,[01:25.35,I've been dying to open my eyes,Angry
27,[01:27.86,See you try instead of always leaving me out to dry,Angry
28,[01:31.22,,Angry
29,[01:32.35,You're only gonna let me down,Angry
30,[01:35.28,"When it counts, you countdown",Angry
31,[01:38.46,You're only gonna turn me out,Angry
32,[01:41.30,"As I burn, you burn out",Angry
33,[01:44.46,You're only gonna make me feel so crazy,Angry
34,[01:47.47,But when I think we could be something,Angry
35,[01:50.66,"You go and let me down, let me down, oh",Angry
36,[01:55.62,,Angry
37,[01:57.75,I need i need  to be there when you say you're gonna be,Angry
38,[02:03.09,I care I care to much and you care enough to leave,Angry
39,[02:08.84,I want I want some place to rest my head without waiting,Angry
40,[02:14.95,"It's not fair, It's not fair, It's not fair, It's not fair",Angry
41,[02:18.53,"It's not fair to me, cause I know by now",Angry
42,[02:23.52,You're only gonna let me down,Angry
43,[02:26.17,"When it counts, you countdown",Angry
44,[02:29.47,You're only gonna turn me out,Angry
45,[02:32.13,"As I burn, you burn out",Angry
46,[02:35.57,You're only gonna make me feel so crazy,Angry
47,[02:38.44,But when I think we could be something,Angry
48,[02:41.50,"You go and let me down, let me down",Angry
49,[02:46.98,,Angry
50,[02:47.51,You're only gonna let me down,Angry
51,[02:50.19,"When it counts, you countdown",Angry
